data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_partida
2014-05-11,Chapecoense,Grêmio,1.0,2.0,Vitória Visitante,3.0
2014-05-11,Botafogo RJ,Criciuma,6.0,0.0,Vitória Mandante,6.0
2014-05-11,Fluminense,Flamengo,2.0,0.0,Vitória Mandante,2.0
2014-05-11,Bahia,Vitoria,1.0,1.0,Empate,2.0
2014-05-11,Coritiba,Sport Recife,0.0,1.0,Vitória Visitante,1.0
2014-05-11,Figueirense,Santos,0.0,2.0,Vitória Visitante,2.0
2014-05-10,Palmeiras,Goias,2.0,0.0,Vitória Mandante,2.0
2014-05-10,Internacional,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2014-05-04,Chapecoense,Corinthians,0.0,1.0,Vitória Visitante,1.0
2014-05-04,Atlético Mineiro,Goias,0.0,1.0,Vitória Visitante,1.0
2014-05-04,Internacional,Sport Recife,2.0,1.0,Vitória Mandante,3.0
2014-05-04,Flamengo,Palmeiras,4.0,2.0,Vitória Mandante,6.0
2014-05-04,Criciuma,Figueirense,1.0,0.0,Vitória Mandante,1.0
2014-05-04,Bahia,Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2014-05-04,Fluminense,Vitoria,1.0,2.0,Vitória Visitante,3.0
2014-05-03,Atletico-PR,Cruzeiro,2.0,3.0,Vitória Visitante,5.0
2014-05-03,Santos,Grêmio,0.0,0.0,Empate,0.0
2014-05-03,São Paulo,Coritiba,2.0,2.0,Empate,4.0
2014-04-27,Sport Recife,Chapecoense,2.0,1.0,Vitória Mandante,3.0
2014-04-27,Grêmio,Atlético Mineiro,2.0,1.0,Vitória Mandante,3.0
2014-04-27,Goias,Criciuma,1.0,0.0,Vitória Mandante,1.0
2014-04-27,Figueirense,Bahia,0.0,2.0,Vitória Visitante,2.0
2014-04-27,Vitoria,Atletico-PR,2.0,2.0,Empate,4.0
2014-04-27,Cruzeiro,São Paulo,1.0,1.0,Empate,2.0
2014-04-27,Corinthians,Flamengo,2.0,0.0,Vitória Mandante,2.0
2014-04-27,Botafogo RJ,Internacional,2.0,2.0,Empate,4.0
2014-04-27,Palmeiras,Fluminense,0.0,1.0,Vitória Visitante,1.0
2014-04-26,Coritiba,Santos,0.0,0.0,Empate,0.0
2014-04-20,Bahia,Cruzeiro,1.0,2.0,Vitória Visitante,3.0
2014-04-20,Chapecoense,Coritiba,0.0,0.0,Empate,0.0
2014-04-20,Atlético Mineiro,Corinthians,0.0,0.0,Empate,0.0
2014-04-20,Atletico-PR,Grêmio,1.0,0.0,Vitória Mandante,1.0
2014-04-20,São Paulo,Botafogo RJ,3.0,0.0,Vitória Mandante,3.0
2014-04-20,Criciuma,Palmeiras,1.0,2.0,Vitória Visitante,3.0
2014-04-20,Flamengo,Goias,0.0,0.0,Empate,0.0
2014-04-20,Santos,Sport Recife,1.0,1.0,Empate,2.0
2014-04-19,Internacional,Vitoria,1.0,0.0,Vitória Mandante,1.0
2014-04-19,Fluminense,Figueirense,3.0,0.0,Vitória Mandante,3.0
2013-12-08,Goias,Santos,0.0,3.0,Vitória Visitante,3.0
2013-12-08,Atlético Mineiro,Vitoria,2.0,2.0,Empate,4.0
2013-12-08,Bahia,Fluminense,1.0,2.0,Vitória Visitante,3.0
2013-12-08,Botafogo RJ,Criciuma,3.0,0.0,Vitória Mandante,3.0
2013-12-08,Atletico-PR,Vasco,5.0,1.0,Vitória Mandante,6.0
2013-12-08,Internacional,Ponte Preta,0.0,0.0,Empate,0.0
2013-12-08,Portuguesa,Grêmio,0.0,0.0,Empate,0.0
2013-12-08,São Paulo,Coritiba,0.0,1.0,Vitória Visitante,1.0
2013-12-07,Nautico,Corinthians,1.0,0.0,Vitória Mandante,1.0
2013-12-07,Flamengo,Cruzeiro,1.0,1.0,Empate,2.0
2013-12-01,Santos,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2013-12-01,Grêmio,Goias,1.0,0.0,Vitória Mandante,1.0
2013-12-01,Vitoria,Flamengo,4.0,2.0,Vitória Mandante,6.0
2013-12-01,Vasco,Nautico,2.0,0.0,Vitória Mandante,2.0
2013-12-01,Ponte Preta,Portuguesa,0.0,2.0,Vitória Visitante,2.0
2013-12-01,Cruzeiro,Bahia,1.0,2.0,Vitória Visitante,3.0
2013-12-01,Criciuma,São Paulo,1.0,0.0,Vitória Mandante,1.0
2013-12-01,Coritiba,Botafogo RJ,2.0,1.0,Vitória Mandante,3.0
2013-11-30,Corinthians,Internacional,0.0,0.0,Empate,0.0
2013-11-30,Fluminense,Atlético Mineiro,2.0,2.0,Empate,4.0
2013-11-24,Internacional,Coritiba,0.0,0.0,Empate,0.0
2013-11-24,Bahia,Portuguesa,1.0,0.0,Vitória Mandante,1.0
2013-11-24,Santos,Fluminense,1.0,0.0,Vitória Mandante,1.0
2013-11-24,Ponte Preta,Grêmio,1.0,1.0,Empate,2.0
2013-11-24,Flamengo,Corinthians,1.0,0.0,Vitória Mandante,1.0
2013-11-24,Atletico-PR,Nautico,6.0,1.0,Vitória Mandante,7.0
2013-11-24,São Paulo,Botafogo RJ,1.0,1.0,Empate,2.0
2013-11-23,Atlético Mineiro,Goias,4.0,1.0,Vitória Mandante,5.0
2013-11-23,Vasco,Cruzeiro,2.0,1.0,Vitória Mandante,3.0
2013-11-23,Criciuma,Vitoria,1.0,1.0,Empate,2.0
2013-11-17,Grêmio,Flamengo,2.0,1.0,Vitória Mandante,3.0
2013-11-17,Vitoria,Santos,2.0,0.0,Vitória Mandante,2.0
2013-11-17,Corinthians,Vasco,0.0,0.0,Empate,0.0
2013-11-17,Cruzeiro,Ponte Preta,2.0,2.0,Empate,4.0
2013-11-17,Fluminense,São Paulo,2.0,1.0,Vitória Mandante,3.0
2013-11-17,Nautico,Bahia,0.0,1.0,Vitória Visitante,1.0
2013-11-17,Goias,Internacional,3.0,1.0,Vitória Mandante,4.0
2013-11-17,Portuguesa,Atlético Mineiro,2.0,0.0,Vitória Mandante,2.0
2013-11-16,Coritiba,Criciuma,1.0,2.0,Vitória Visitante,3.0
2013-11-16,Botafogo RJ,Atletico-PR,4.0,0.0,Vitória Mandante,4.0
2013-11-14,Fluminense,Nautico,2.0,0.0,Vitória Mandante,2.0
2013-11-14,Atlético Mineiro,Internacional,2.0,1.0,Vitória Mandante,3.0
2013-11-14,Santos,Bahia,3.0,0.0,Vitória Mandante,3.0
2013-11-13,Goias,Ponte Preta,2.0,0.0,Vitória Mandante,2.0
2013-11-13,Criciuma,Atletico-PR,2.0,1.0,Vitória Mandante,3.0
2013-11-13,Grêmio,Vasco,1.0,0.0,Vitória Mandante,1.0
2013-11-13,Botafogo RJ,Portuguesa,0.0,0.0,Empate,0.0
2013-11-13,Coritiba,Corinthians,0.0,1.0,Vitória Visitante,1.0
2013-11-13,São Paulo,Flamengo,2.0,0.0,Vitória Mandante,2.0
2013-11-13,Vitoria,Cruzeiro,1.0,3.0,Vitória Visitante,4.0
2013-11-10,Vasco,Santos,2.0,2.0,Empate,4.0
2013-11-10,Nautico,Criciuma,0.0,1.0,Vitória Visitante,1.0
2013-11-10,Corinthians,Fluminense,1.0,0.0,Vitória Mandante,1.0
2013-11-10,Ponte Preta,Vitoria,0.0,3.0,Vitória Visitante,3.0
2013-11-10,Internacional,Botafogo RJ,2.0,1.0,Vitória Mandante,3.0
2013-11-10,Cruzeiro,Grêmio,3.0,0.0,Vitória Mandante,3.0
2013-11-10,Atletico-PR,São Paulo,3.0,0.0,Vitória Mandante,3.0
2013-11-09,Portuguesa,Coritiba,0.0,0.0,Empate,0.0
2013-11-09,Bahia,Atlético Mineiro,0.0,0.0,Empate,0.0
2013-11-09,Flamengo,Goias,1.0,1.0,Empate,2.0
2013-11-03,Flamengo,Fluminense,1.0,0.0,Vitória Mandante,1.0
2013-11-03,Criciuma,Ponte Preta,1.0,1.0,Empate,2.0
2013-11-03,Atletico-PR,Internacional,1.0,0.0,Vitória Mandante,1.0
2013-11-03,Vitoria,Corinthians,1.0,1.0,Empate,2.0
2013-11-03,Santos,Cruzeiro,0.0,1.0,Vitória Visitante,1.0
2013-11-03,Grêmio,Bahia,0.0,0.0,Empate,0.0
2013-11-03,Goias,Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2013-11-02,Atlético Mineiro,Nautico,5.0,0.0,Vitória Mandante,5.0
2013-11-02,Vasco,Coritiba,2.0,1.0,Vitória Mandante,3.0
2013-11-02,São Paulo,Portuguesa,2.0,1.0,Vitória Mandante,3.0
2013-10-27,Ponte Preta,Vasco,2.0,1.0,Vitória Mandante,3.0
2013-10-27,Bahia,Atletico-PR,1.0,1.0,Empate,2.0
2013-10-27,Corinthians,Santos,1.0,1.0,Empate,2.0
2013-10-27,Internacional,São Paulo,2.0,3.0,Vitória Visitante,5.0
2013-10-27,Portuguesa,Flamengo,0.0,0.0,Empate,0.0
2013-10-27,Fluminense,Vitoria,2.0,3.0,Vitória Visitante,5.0
2013-10-27,Nautico,Goias,0.0,2.0,Vitória Visitante,2.0
2013-10-27,Coritiba,Grêmio,4.0,0.0,Vitória Mandante,4.0
2013-10-26,Cruzeiro,Criciuma,5.0,3.0,Vitória Mandante,8.0
2013-10-26,Botafogo RJ,Atlético Mineiro,1.0,0.0,Vitória Mandante,1.0
2013-10-20,Corinthians,Criciuma,1.0,0.0,Vitória Mandante,1.0
2013-10-20,Internacional,Grêmio,2.0,2.0,Empate,4.0
2013-10-20,Bahia,São Paulo,0.0,1.0,Vitória Visitante,1.0
2013-10-20,Goias,Atletico-PR,3.0,0.0,Vitória Mandante,3.0
2013-10-20,Atlético Mineiro,Flamengo,1.0,0.0,Vitória Mandante,1.0
2013-10-20,Botafogo RJ,Vasco,2.0,2.0,Empate,4.0
2013-10-20,Coritiba,Cruzeiro,2.0,1.0,Vitória Mandante,3.0
2013-10-20,Portuguesa,Vitoria,1.0,1.0,Empate,2.0
2013-10-19,Nautico,Santos,1.0,5.0,Vitória Visitante,6.0
2013-10-19,Fluminense,Ponte Preta,1.0,1.0,Empate,2.0
2013-10-18,Vitoria,Botafogo RJ,1.0,0.0,Vitória Mandante,1.0
2013-10-17,Vasco,Goias,0.0,2.0,Vitória Visitante,2.0
2013-10-17,Grêmio,Corinthians,1.0,0.0,Vitória Mandante,1.0
2013-10-17,Flamengo,Bahia,2.0,1.0,Vitória Mandante,3.0
2013-10-17,Atletico-PR,Atlético Mineiro,1.0,0.0,Vitória Mandante,1.0
2013-10-17,São Paulo,Nautico,3.0,0.0,Vitória Mandante,3.0
2013-10-17,Ponte Preta,Coritiba,1.0,0.0,Vitória Mandante,1.0
2013-10-17,Criciuma,Portuguesa,1.0,3.0,Vitória Visitante,4.0
2013-10-16,Santos,Internacional,0.0,0.0,Empate,0.0
2013-10-16,Cruzeiro,Fluminense,1.0,0.0,Vitória Mandante,1.0
2013-10-13,Atlético Mineiro,Cruzeiro,1.0,0.0,Vitória Mandante,1.0
2013-10-13,Internacional,Nautico,4.0,1.0,Vitória Mandante,5.0
2013-10-13,Santos,Ponte Preta,2.0,1.0,Vitória Mandante,3.0
2013-10-13,Criciuma,Vasco,3.0,2.0,Vitória Mandante,5.0
2013-10-13,São Paulo,Corinthians,0.0,0.0,Empate,0.0
2013-10-13,Atletico-PR,Portuguesa,1.0,0.0,Vitória Mandante,1.0
2013-10-13,Botafogo RJ,Flamengo,2.0,1.0,Vitória Mandante,3.0
2013-10-13,Goias,Bahia,3.0,1.0,Vitória Mandante,4.0
2013-10-12,Vitoria,Coritiba,2.0,1.0,Vitória Mandante,3.0
2013-10-12,Fluminense,Grêmio,1.0,1.0,Empate,2.0
2013-10-11,Flamengo,Internacional,2.0,1.0,Vitória Mandante,3.0
2013-10-10,Cruzeiro,São Paulo,0.0,2.0,Vitória Visitante,2.0
2013-10-10,Bahia,Vitoria,2.0,0.0,Vitória Mandante,2.0
2013-10-10,Corinthians,Atletico-PR,0.0,0.0,Empate,0.0
2013-10-10,Ponte Preta,Atlético Mineiro,2.0,0.0,Vitória Mandante,2.0
2013-10-10,Nautico,Botafogo RJ,1.0,3.0,Vitória Visitante,4.0
2013-10-10,Vasco,Fluminense,1.0,0.0,Vitória Mandante,1.0
2013-10-10,Portuguesa,Goias,1.0,2.0,Vitória Visitante,3.0
2013-10-09,Grêmio,Criciuma,1.0,2.0,Vitória Visitante,3.0
2013-10-09,Coritiba,Santos,1.0,0.0,Vitória Mandante,1.0
2013-10-06,São Paulo,Vitoria,3.0,2.0,Vitória Mandante,5.0
2013-10-06,Portuguesa,Santos,3.0,0.0,Vitória Mandante,3.0
2013-10-06,Goias,Criciuma,1.0,1.0,Empate,2.0
2013-10-06,Bahia,Ponte Preta,1.0,1.0,Empate,2.0
2013-10-06,Nautico,Cruzeiro,1.0,4.0,Vitória Visitante,5.0
2013-10-06,Internacional,Fluminense,1.0,0.0,Vitória Mandante,1.0
2013-10-06,Flamengo,Vasco,1.0,1.0,Empate,2.0
2013-10-06,Atletico-PR,Coritiba,2.0,1.0,Vitória Mandante,3.0
2013-10-06,Atlético Mineiro,Corinthians,0.0,0.0,Empate,0.0
2013-10-05,Botafogo RJ,Grêmio,0.0,1.0,Vitória Visitante,1.0
2013-10-04,Vasco,Internacional,3.0,1.0,Vitória Mandante,4.0
2013-10-03,Atlético Mineiro,Ponte Preta,4.0,0.0,Vitória Mandante,4.0
2013-10-03,Santos,São Paulo,3.0,0.0,Vitória Mandante,3.0
2013-10-03,Coritiba,Flamengo,0.0,2.0,Vitória Visitante,2.0
2013-10-03,Corinthians,Bahia,2.0,0.0,Vitória Mandante,2.0
2013-10-03,Vitoria,Goias,2.0,1.0,Vitória Mandante,3.0
2013-10-03,Fluminense,Botafogo RJ,1.0,1.0,Empate,2.0
2013-10-02,Grêmio,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2013-10-02,Cruzeiro,Portuguesa,4.0,0.0,Vitória Mandante,4.0
2013-10-01,Ponte Preta,Nautico,1.0,2.0,Vitória Visitante,3.0
2013-09-29,Atlético Mineiro,Santos,3.0,1.0,Vitória Mandante,4.0
2013-09-29,Portuguesa,Corinthians,4.0,0.0,Vitória Mandante,4.0
2013-09-29,Botafogo RJ,Ponte Preta,0.0,1.0,Vitória Visitante,1.0
2013-09-29,Bahia,Vasco,0.0,0.0,Empate,0.0
2013-09-29,Flamengo,Criciuma,4.0,1.0,Vitória Mandante,5.0
2013-09-29,Internacional,Cruzeiro,1.0,2.0,Vitória Visitante,3.0
2013-09-29,São Paulo,Grêmio,0.0,1.0,Vitória Visitante,1.0
2013-09-29,Atletico-PR,Vitoria,3.0,5.0,Vitória Visitante,8.0
2013-09-28,Nautico,Coritiba,3.0,0.0,Vitória Mandante,3.0
2013-09-28,Goias,Fluminense,1.0,2.0,Vitória Visitante,3.0
2013-09-26,Santos,Nautico,1.0,1.0,Empate,2.0
2013-09-25,Criciuma,Atlético Mineiro,1.0,1.0,Empate,2.0
2013-09-22,Botafogo RJ,Bahia,1.0,2.0,Vitória Visitante,3.0
2013-09-22,Internacional,Portuguesa,0.0,1.0,Vitória Visitante,1.0
2013-09-22,Vitoria,Grêmio,0.0,0.0,Empate,0.0
2013-09-22,Corinthians,Cruzeiro,0.0,0.0,Empate,0.0
2013-09-22,Goias,São Paulo,1.0,0.0,Vitória Mandante,1.0
2013-09-22,Nautico,Flamengo,0.0,0.0,Empate,0.0
2013-09-22,Atlético Mineiro,Vasco,2.0,1.0,Vitória Mandante,3.0
2013-09-22,Atletico-PR,Ponte Preta,1.0,0.0,Vitória Mandante,1.0
2013-09-22,Santos,Criciuma,2.0,1.0,Vitória Mandante,3.0
2013-09-21,Fluminense,Coritiba,1.0,1.0,Empate,2.0
2013-09-20,Portuguesa,Nautico,3.0,0.0,Vitória Mandante,3.0
2013-09-20,Bahia,Internacional,2.0,0.0,Vitória Mandante,2.0
2013-09-19,Ponte Preta,Corinthians,2.0,0.0,Vitória Mandante,2.0
2013-09-19,Criciuma,Fluminense,1.0,2.0,Vitória Visitante,3.0
2013-09-19,Cruzeiro,Botafogo RJ,3.0,0.0,Vitória Mandante,3.0
2013-09-19,Coritiba,Goias,2.0,2.0,Empate,4.0
2013-09-19,São Paulo,Atlético Mineiro,1.0,0.0,Vitória Mandante,1.0
2013-09-19,Flamengo,Atletico-PR,2.0,4.0,Vitória Visitante,6.0
2013-09-18,Vasco,Vitoria,1.0,2.0,Vitória Visitante,3.0
2013-09-18,Grêmio,Santos,1.0,1.0,Empate,2.0
2013-09-15,Vitoria,Nautico,2.0,1.0,Vitória Mandante,3.0
2013-09-15,Santos,Botafogo RJ,1.0,2.0,Vitória Visitante,3.0
2013-09-15,Grêmio,Atlético Mineiro,0.0,1.0,Vitória Visitante,1.0
2013-09-15,Vasco,São Paulo,0.0,2.0,Vitória Visitante,2.0
2013-09-15,Ponte Preta,Flamengo,1.0,1.0,Empate,2.0
2013-09-15,Criciuma,Internacional,0.0,1.0,Vitória Visitante,1.0
2013-09-15,Coritiba,Bahia,2.0,2.0,Empate,4.0
2013-09-15,Corinthians,Goias,1.0,2.0,Vitória Visitante,3.0
2013-09-15,Fluminense,Portuguesa,2.0,1.0,Vitória Mandante,3.0
2013-09-14,Cruzeiro,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2013-09-13,Atlético Mineiro,Coritiba,3.0,0.0,Vitória Mandante,3.0
2013-09-13,Flamengo,Santos,2.0,1.0,Vitória Mandante,3.0
2013-09-13,São Paulo,Ponte Preta,1.0,0.0,Vitória Mandante,1.0
2013-09-12,Internacional,Vitoria,2.0,2.0,Empate,4.0
2013-09-12,Portuguesa,Vasco,2.0,0.0,Vitória Mandante,2.0
2013-09-12,Nautico,Grêmio,0.0,2.0,Vitória Visitante,2.0
2013-09-12,Botafogo RJ,Corinthians,1.0,0.0,Vitória Mandante,1.0
2013-09-12,Goias,Cruzeiro,1.0,2.0,Vitória Visitante,3.0
2013-09-12,Bahia,Criciuma,2.0,2.0,Empate,4.0
2013-09-11,Atletico-PR,Fluminense,1.0,1.0,Empate,2.0
2013-09-10,Internacional,Santos,1.0,2.0,Vitória Visitante,3.0
2013-09-08,Coritiba,São Paulo,2.0,0.0,Vitória Mandante,2.0
2013-09-08,Grêmio,Portuguesa,3.0,2.0,Vitória Mandante,5.0
2013-09-08,Corinthians,Nautico,0.0,0.0,Empate,0.0
2013-09-08,Criciuma,Botafogo RJ,1.0,2.0,Vitória Visitante,3.0
2013-09-08,Cruzeiro,Flamengo,1.0,0.0,Vitória Mandante,1.0
2013-09-08,Vasco,Atletico-PR,0.0,0.0,Empate,0.0
2013-09-07,Vitoria,Atlético Mineiro,1.0,1.0,Empate,2.0
2013-09-07,Santos,Goias,1.0,0.0,Vitória Mandante,1.0
2013-09-07,Ponte Preta,Internacional,1.0,3.0,Vitória Visitante,4.0
2013-09-07,Fluminense,Bahia,1.0,0.0,Vitória Mandante,1.0
2013-09-06,São Paulo,Criciuma,1.0,2.0,Vitória Visitante,3.0
2013-09-06,Nautico,Vasco,0.0,3.0,Vitória Visitante,3.0
2013-09-05,Bahia,Cruzeiro,1.0,3.0,Vitória Visitante,4.0
2013-09-05,Atlético Mineiro,Fluminense,2.0,2.0,Empate,4.0
2013-09-05,Portuguesa,Ponte Preta,2.0,1.0,Vitória Mandante,3.0
2013-09-05,Internacional,Corinthians,1.0,0.0,Vitória Mandante,1.0
2013-09-05,Botafogo RJ,Coritiba,3.0,1.0,Vitória Mandante,4.0
2013-09-04,Flamengo,Vitoria,2.0,1.0,Vitória Mandante,3.0
2013-09-04,Nautico,São Paulo,0.0,1.0,Vitória Visitante,1.0
2013-09-04,Atletico-PR,Santos,2.0,1.0,Vitória Mandante,3.0
2013-09-03,Goias,Grêmio,2.0,0.0,Vitória Mandante,2.0
2013-09-01,Vitoria,Criciuma,0.0,1.0,Vitória Visitante,1.0
2013-09-01,Coritiba,Internacional,0.0,0.0,Empate,0.0
2013-09-01,Corinthians,Flamengo,4.0,0.0,Vitória Mandante,4.0
2013-09-01,Botafogo RJ,São Paulo,0.0,0.0,Empate,0.0
2013-09-01,Fluminense,Santos,0.0,2.0,Vitória Visitante,2.0
2013-09-01,Cruzeiro,Vasco,5.0,3.0,Vitória Mandante,8.0
2013-08-31,Goias,Atlético Mineiro,0.0,0.0,Empate,0.0
2013-08-31,Portuguesa,Bahia,4.0,2.0,Vitória Mandante,6.0
2013-08-31,Nautico,Atletico-PR,1.0,4.0,Vitória Visitante,5.0
2013-08-31,Grêmio,Ponte Preta,1.0,0.0,Vitória Mandante,1.0
2013-08-25,São Paulo,Fluminense,2.0,1.0,Vitória Mandante,3.0
2013-08-25,Criciuma,Coritiba,2.0,1.0,Vitória Mandante,3.0
2013-08-25,Atlético Mineiro,Portuguesa,2.0,1.0,Vitória Mandante,3.0
2013-08-25,Bahia,Nautico,2.0,0.0,Vitória Mandante,2.0
2013-08-25,Atletico-PR,Botafogo RJ,2.0,0.0,Vitória Mandante,2.0
2013-08-25,Vasco,Corinthians,1.0,1.0,Empate,2.0
2013-08-25,Internacional,Goias,3.0,3.0,Empate,6.0
2013-08-24,Santos,Vitoria,2.0,0.0,Vitória Mandante,2.0
2013-08-24,Ponte Preta,Cruzeiro,0.0,2.0,Vitória Visitante,2.0
2013-08-24,Flamengo,Grêmio,0.0,1.0,Vitória Visitante,1.0
2013-08-18,Vasco,Grêmio,2.0,3.0,Vitória Visitante,5.0
2013-08-18,Corinthians,Coritiba,1.0,0.0,Vitória Mandante,1.0
2013-08-18,Portuguesa,Botafogo RJ,1.0,3.0,Vitória Visitante,4.0
2013-08-18,Flamengo,São Paulo,0.0,0.0,Empate,0.0
2013-08-18,Ponte Preta,Goias,0.0,1.0,Vitória Visitante,1.0
2013-08-18,Bahia,Santos,0.0,0.0,Empate,0.0
2013-08-18,Internacional,Atlético Mineiro,0.0,0.0,Empate,0.0
2013-08-18,Atletico-PR,Criciuma,2.0,1.0,Vitória Mandante,3.0
2013-08-17,Nautico,Fluminense,0.0,1.0,Vitória Visitante,1.0
2013-08-17,Cruzeiro,Vitoria,5.0,1.0,Vitória Mandante,6.0
2013-08-16,Botafogo RJ,Internacional,3.0,3.0,Empate,6.0
2013-08-15,Coritiba,Portuguesa,1.0,1.0,Empate,2.0
2013-08-15,São Paulo,Atletico-PR,1.0,1.0,Empate,2.0
2013-08-15,Grêmio,Cruzeiro,3.0,1.0,Vitória Mandante,4.0
2013-08-15,Goias,Flamengo,1.0,1.0,Empate,2.0
2013-08-15,Fluminense,Corinthians,0.0,0.0,Empate,0.0
2013-08-15,Vitoria,Ponte Preta,3.0,1.0,Vitória Mandante,4.0
2013-08-14,Criciuma,Nautico,3.0,0.0,Vitória Mandante,3.0
2013-08-14,Atlético Mineiro,Bahia,2.0,0.0,Vitória Mandante,2.0
2013-08-14,Santos,Vasco,1.0,1.0,Empate,2.0
2013-08-11,Portuguesa,São Paulo,2.0,1.0,Vitória Mandante,3.0
2013-08-11,Ponte Preta,Criciuma,3.0,1.0,Vitória Mandante,4.0
2013-08-11,Internacional,Atletico-PR,2.0,2.0,Empate,4.0
2013-08-11,Bahia,Grêmio,0.0,3.0,Vitória Visitante,3.0
2013-08-11,Fluminense,Flamengo,2.0,3.0,Vitória Visitante,5.0
2013-08-11,Cruzeiro,Santos,0.0,0.0,Empate,0.0
2013-08-11,Coritiba,Vasco,0.0,1.0,Vitória Visitante,1.0
2013-08-11,Corinthians,Vitoria,2.0,0.0,Vitória Mandante,2.0
2013-08-10,Nautico,Atlético Mineiro,0.0,0.0,Empate,0.0
2013-08-10,Botafogo RJ,Goias,1.0,1.0,Empate,2.0
2013-08-09,Vasco,Ponte Preta,1.0,1.0,Empate,2.0
2013-08-09,Grêmio,Coritiba,0.0,1.0,Vitória Visitante,1.0
2013-08-08,Atletico-PR,Bahia,1.0,0.0,Vitória Mandante,1.0
2013-08-08,Atlético Mineiro,Botafogo RJ,2.0,2.0,Empate,4.0
2013-08-08,Flamengo,Portuguesa,1.0,1.0,Empate,2.0
2013-08-08,Santos,Corinthians,1.0,1.0,Empate,2.0
2013-08-08,Goias,Nautico,2.0,1.0,Vitória Mandante,3.0
2013-08-07,Vitoria,Fluminense,1.0,1.0,Empate,2.0
2013-08-07,Criciuma,Cruzeiro,1.0,2.0,Vitória Visitante,3.0
2013-08-04,Atletico-PR,Goias,2.0,0.0,Vitória Mandante,2.0
2013-08-04,Vitoria,Portuguesa,2.0,1.0,Vitória Mandante,3.0
2013-08-04,Vasco,Botafogo RJ,2.0,3.0,Vitória Visitante,5.0
2013-08-04,Ponte Preta,Fluminense,1.0,1.0,Empate,2.0
2013-08-04,Grêmio,Internacional,1.0,1.0,Empate,2.0
2013-08-04,Flamengo,Atlético Mineiro,3.0,0.0,Vitória Mandante,3.0
2013-08-04,Criciuma,Corinthians,0.0,2.0,Vitória Visitante,2.0
2013-08-03,Cruzeiro,Coritiba,1.0,0.0,Vitória Mandante,1.0
2013-08-02,Goias,Vasco,1.0,1.0,Empate,2.0
2013-08-01,Botafogo RJ,Vitoria,2.0,0.0,Vitória Mandante,2.0
2013-08-01,Corinthians,Grêmio,2.0,0.0,Vitória Mandante,2.0
2013-08-01,Bahia,Flamengo,3.0,0.0,Vitória Mandante,3.0
2013-08-01,Coritiba,Ponte Preta,5.0,3.0,Vitória Mandante,8.0
2013-07-31,Portuguesa,Criciuma,1.0,1.0,Empate,2.0
2013-07-31,Fluminense,Cruzeiro,1.0,0.0,Vitória Mandante,1.0
2013-07-31,Atlético Mineiro,Atletico-PR,1.0,2.0,Vitória Visitante,3.0
2013-07-28,Nautico,Internacional,3.0,0.0,Vitória Mandante,3.0
2013-07-28,Ponte Preta,Santos,1.0,0.0,Vitória Mandante,1.0
2013-07-28,Corinthians,São Paulo,0.0,0.0,Empate,0.0
2013-07-28,Cruzeiro,Atlético Mineiro,4.0,1.0,Vitória Mandante,5.0
2013-07-28,Grêmio,Fluminense,2.0,0.0,Vitória Mandante,2.0
2013-07-28,Coritiba,Vitoria,1.0,1.0,Empate,2.0
2013-07-28,Flamengo,Botafogo RJ,1.0,1.0,Empate,2.0
2013-07-28,Bahia,Goias,2.0,1.0,Vitória Mandante,3.0
2013-07-27,Vasco,Criciuma,3.0,2.0,Vitória Mandante,5.0
2013-07-27,Portuguesa,Atletico-PR,2.0,3.0,Vitória Visitante,5.0
2013-07-25,São Paulo,Internacional,0.0,1.0,Vitória Visitante,1.0
2013-07-21,Atletico-PR,Corinthians,1.0,1.0,Empate,2.0
2013-07-21,Vitoria,Bahia,0.0,0.0,Empate,0.0
2013-07-21,Santos,Coritiba,2.0,2.0,Empate,4.0
2013-07-21,Internacional,Flamengo,1.0,0.0,Vitória Mandante,1.0
2013-07-21,Fluminense,Vasco,1.0,3.0,Vitória Visitante,4.0
2013-07-21,Goias,Portuguesa,2.0,1.0,Vitória Mandante,3.0
2013-07-20,São Paulo,Cruzeiro,0.0,3.0,Vitória Visitante,3.0
2013-07-20,Criciuma,Grêmio,2.0,1.0,Vitória Mandante,3.0
2013-07-20,Botafogo RJ,Nautico,2.0,0.0,Vitória Mandante,2.0
2013-07-14,Ponte Preta,Bahia,0.0,0.0,Empate,0.0
2013-07-14,Vasco,Flamengo,0.0,1.0,Vitória Visitante,1.0
2013-07-14,Cruzeiro,Nautico,3.0,0.0,Vitória Mandante,3.0
2013-07-14,Criciuma,Goias,0.0,0.0,Empate,0.0
2013-07-14,Vitoria,São Paulo,3.0,2.0,Vitória Mandante,5.0
2013-07-14,Grêmio,Botafogo RJ,2.0,1.0,Vitória Mandante,3.0
2013-07-14,Coritiba,Atletico-PR,1.0,0.0,Vitória Mandante,1.0
2013-07-14,Corinthians,Atlético Mineiro,0.0,1.0,Vitória Visitante,1.0
2013-07-13,Fluminense,Internacional,2.0,3.0,Vitória Visitante,5.0
