data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
2021-03-03,Atalanta,Crotone,5,1,Vitória Mandante,1,1,D,21,4,11,2,4,3,7,13,0,2,0,0,7,6,0,2,2
2021-03-03,Benevento,Hellas Verona,0,3,Vitória Visitante,0,2,A,7,11,2,6,2,7,8,20,0,1,0,0,9,3,0,1,1
2021-03-01,Juventus,Udinese,4,1,Vitória Mandante,1,0,H,13,8,10,7,7,1,14,8,3,0,0,0,8,5,3,0,3
2021-03-01,Benevento,Milan,0,2,Vitória Visitante,0,1,A,14,8,7,5,12,4,9,14,1,3,0,1,16,2,1,4,5
2021-03-01,Spezia,Hellas Verona,0,1,Vitória Visitante,0,0,D,6,9,1,4,3,5,22,10,6,0,1,0,8,1,7,0,7
2021-03-01,Roma,Sampdoria,1,0,Vitória Mandante,0,0,D,12,2,8,2,8,2,17,14,3,5,0,0,10,1,3,5,8
2021-03-01,Parma,Torino,0,3,Vitória Visitante,0,1,A,15,14,6,8,9,3,20,16,2,2,0,0,12,3,2,2,4
2021-03-01,Genoa,Lazio,1,1,Empate,0,1,A,5,10,3,4,4,9,10,19,2,4,0,0,13,2,2,4,6
2021-03-01,Fiorentina,Bologna,0,0,Empate,0,0,D,10,5,1,4,8,5,8,11,4,3,0,0,13,0,4,3,7
2021-03-01,Cagliari,Napoli,1,4,Vitória Visitante,0,1,A,6,22,1,12,3,8,11,6,4,1,1,0,11,5,5,1,6
2021-03-01,Atalanta,Sassuolo,5,1,Vitória Mandante,2,0,H,20,7,8,4,8,3,13,9,3,1,0,0,11,6,3,1,4
2021-03-01,Inter,Crotone,6,2,Vitória Mandante,2,2,D,13,7,8,4,3,3,9,7,0,3,0,0,6,8,0,3,3
2021-02-28,Sampdoria,Atalanta,0,2,Vitória Visitante,0,1,A,7,20,3,11,5,6,7,17,1,3,0,0,11,2,1,3,4
2021-02-28,Crotone,Cagliari,0,2,Vitória Visitante,0,0,D,11,9,4,4,7,4,17,14,2,4,0,1,11,2,2,5,7
2021-02-28,Inter,Genoa,3,0,Vitória Mandante,1,0,H,23,3,14,2,9,1,12,8,0,2,0,0,10,3,0,2,2
2021-02-28,Roma,Milan,1,2,Vitória Visitante,0,1,A,17,20,10,14,5,8,14,9,3,3,0,0,13,3,3,3,6
2021-02-28,Napoli,Benevento,2,0,Vitória Mandante,1,0,H,20,4,8,4,8,2,13,15,3,2,1,0,10,2,4,2,6
2021-02-28,Udinese,Fiorentina,1,0,Vitória Mandante,0,0,D,9,8,3,2,3,9,12,20,1,2,0,0,12,1,1,2,3
2021-02-27,Hellas Verona,Juventus,1,1,Empate,0,0,D,13,15,6,6,8,5,18,14,2,2,0,0,13,2,2,2,4
2021-02-27,Spezia,Parma,2,2,Empate,0,2,A,13,10,7,5,8,2,18,19,3,4,0,0,10,4,3,4,7
2021-02-27,Bologna,Lazio,2,0,Vitória Mandante,1,0,H,14,19,8,7,4,7,9,18,1,2,0,0,11,2,1,2,3
