,clube,data,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escanteios,passes_certos_%,total_chutes,chutes_a_gol,chutes_ao_gol_%,gols_por_chute_ao_gol_%,escudo
1,Atlético Madrid,2021-01-12,Em casa,V,2.0,0.0,Sevilla,34.0,2.0,3,79.1,5,4,80.0,50,https://d2p3bygnnzw9w3.cloudfront.net/req/202103021/tlogo/fb/db3b9613.png
2,Atlético Madrid,2021-02-17,Visitante,E,1.0,1.0,Levante,64.0,2.0,8,82.9,14,6,42.9,17,
3,Atlético Madrid,2020-09-27,Em casa,V,6.0,1.0,Granada,55.0,7.0,1,82.8,16,9,56.3,67,
4,Atlético Madrid,2020-09-30,Visitante,E,0.0,0.0,Huesca,63.0,0.0,7,85.1,16,2,12.5,0,
5,Atlético Madrid,2020-10-03,Em casa,E,0.0,0.0,Villarreal,54.0,0.0,9,84.1,14,1,7.1,0,
6,Atlético Madrid,2020-10-17,Visitante,V,2.0,0.0,Celta Vigo,50.0,2.0,4,78.2,9,4,44.4,50,
7,Atlético Madrid,2020-10-24,Em casa,V,2.0,0.0,Betis,41.0,2.0,8,75.6,13,6,46.2,33,
8,Atlético Madrid,2020-10-31,Visitante,V,3.0,1.0,Osasuna,55.0,4.0,2,80.3,9,5,55.6,40,
9,Atlético Madrid,2020-11-07,Em casa,V,4.0,0.0,Cádiz,67.0,4.0,2,91.0,17,7,41.2,57,
10,Atlético Madrid,2020-11-21,Em casa,V,1.0,0.0,Barcelona,47.0,1.0,8,83.7,10,2,20.0,50,
11,Atlético Madrid,2020-11-28,Visitante,V,1.0,0.0,Valencia,66.0,1.0,7,84.7,14,5,35.7,0,
12,Atlético Madrid,2020-12-05,Em casa,V,2.0,0.0,Valladolid,53.0,2.0,4,82.1,14,4,28.6,50,
13,Atlético Madrid,2020-12-12,Visitante,D,0.0,2.0,Real Madrid,45.0,2.0,6,84.4,5,1,20.0,0,
14,Atlético Madrid,2020-12-19,Em casa,V,3.0,1.0,Elche,48.0,4.0,2,87.7,11,5,45.5,40,
15,Atlético Madrid,2020-12-22,Visitante,V,2.0,0.0,Real Sociedad,41.0,2.0,5,74.5,8,3,37.5,67,
16,Atlético Madrid,2020-12-30,Em casa,V,1.0,0.0,Getafe,51.0,1.0,5,75.4,10,3,30.0,33,
17,Atlético Madrid,2021-01-03,Visitante,V,2.0,1.0,Alavés,59.0,3.0,5,81.0,8,4,50.0,50,
19,Atlético Madrid,2021-01-21,Visitante,V,2.0,1.0,Eibar,63.0,3.0,3,75.4,8,3,37.5,33,
20,Atlético Madrid,2021-01-24,Em casa,V,3.0,1.0,Valencia,49.0,4.0,7,81.6,14,5,35.7,60,
21,Atlético Madrid,2021-01-31,Visitante,V,4.0,2.0,Cádiz,51.0,6.0,2,84.5,8,3,37.5,100,
22,Atlético Madrid,2021-02-08,Em casa,E,2.0,2.0,Celta Vigo,46.0,4.0,1,79.4,8,2,25.0,100,
23,Atlético Madrid,2021-02-13,Visitante,V,2.0,1.0,Granada,60.0,3.0,3,78.8,10,4,40.0,50,
24,Atlético Madrid,2021-02-20,Em casa,D,0.0,2.0,Levante,56.0,2.0,12,81.2,28,11,39.3,0,
