data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
21/09/16,Leverkusen,Augsburg,0,0,Empate,0,0,D,14,5,6,2,6,3,14,16,0,2,0,0,9,0,0,2,2
21/09/16,RB Leipzig,M'Gladbach,1,1,Empate,1,0,H,9,3,5,1,5,2,15,16,1,2,0,0,7,2,1,2,3
21/09/16,Schalke 04,Köln,1,3,Vitória Visitante,1,1,D,18,9,8,5,8,4,17,9,2,1,0,0,12,4,2,1,3
21/09/16,Werder Bremen,Mainz 05,1,2,Vitória Visitante,1,0,H,13,13,7,6,3,14,15,14,2,2,0,0,17,3,2,2,4
23/09/16,Dortmund,Freiburg,3,1,Vitória Mandante,1,0,H,24,9,5,5,15,3,8,27,2,3,0,0,18,4,2,3,5
24/09/16,Augsburg,Darmstadt,1,0,Vitória Mandante,0,0,D,19,4,6,0,3,5,7,14,2,1,0,1,8,1,2,2,4
24/09/16,Eint Frankfurt,Hertha BSC,3,3,Empate,2,1,H,11,6,4,4,4,1,15,13,4,2,0,0,5,6,4,2,6
24/09/16,Hamburg,Bayern Munich,0,1,Vitória Visitante,0,0,D,7,17,1,8,3,5,17,12,2,3,0,0,8,1,2,3,5
24/09/16,Mainz 05,Leverkusen,2,3,Vitória Visitante,2,1,H,9,16,5,6,6,1,12,14,3,2,0,0,7,5,3,2,5
24/09/16,M'Gladbach,Ingolstadt,2,0,Vitória Mandante,1,0,H,7,8,5,2,1,3,24,14,2,3,0,0,4,2,2,3,5
24/09/16,Werder Bremen,Wolfsburg,2,1,Vitória Mandante,0,0,D,16,11,4,3,6,2,17,14,1,3,0,0,8,3,1,3,4
25/09/16,Köln,RB Leipzig,1,1,Empate,1,1,D,10,12,2,2,1,6,10,16,1,2,0,0,7,2,1,2,3
25/09/16,Hoffenheim,Schalke 04,2,1,Vitória Mandante,2,1,H,14,12,2,5,2,6,11,14,1,1,0,0,8,3,1,1,2
30/09/16,RB Leipzig,Augsburg,2,1,Vitória Mandante,1,1,D,17,6,10,2,6,3,15,12,0,3,0,0,9,3,0,3,3
01/10/16,Bayern Munich,Köln,1,1,Empate,1,0,H,27,5,3,2,10,3,4,12,1,2,0,0,13,2,1,2,3
01/10/16,Darmstadt,Werder Bremen,2,2,Empate,1,0,H,9,14,2,7,5,10,18,21,2,1,0,0,15,4,2,1,3
01/10/16,Freiburg,Eint Frankfurt,1,0,Vitória Mandante,1,0,H,11,14,3,3,9,4,12,13,4,3,0,0,13,1,4,3,7
01/10/16,Hertha BSC,Hamburg,2,0,Vitória Mandante,1,0,H,14,16,5,3,7,3,11,20,2,6,0,0,10,2,2,6,8
01/10/16,Ingolstadt,Hoffenheim,1,2,Vitória Visitante,0,2,A,18,21,5,9,8,5,22,22,1,2,0,0,13,3,1,2,3
01/10/16,Leverkusen,Dortmund,2,0,Vitória Mandante,1,0,H,11,10,6,4,1,9,21,7,5,1,0,0,10,2,5,1,6
02/10/16,Schalke 04,M'Gladbach,4,0,Vitória Mandante,0,0,D,15,12,8,4,3,5,11,10,0,0,0,0,8,4,0,0,0
02/10/16,Wolfsburg,Mainz 05,0,0,Empate,0,0,D,19,8,3,2,11,3,10,7,0,0,0,0,14,0,0,0,0
14/10/16,Dortmund,Hertha BSC,1,1,Empate,0,0,D,15,9,6,2,5,0,13,22,1,5,1,1,5,2,2,6,8
15/10/16,Augsburg,Schalke 04,1,1,Empate,0,0,D,11,12,5,3,6,4,14,16,2,3,0,0,10,2,2,3,5
15/10/16,Eint Frankfurt,Bayern Munich,2,2,Empate,1,1,D,13,14,4,5,2,6,18,11,2,4,1,0,8,4,3,4,7
