data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
2021-02-13,Reims,Lens,1,1,Empate,1,0,H,9,17,6,6,4,6,9,7,2,0,0,0,10,2,2,0,2
2021-02-13,Paris S-G,Nice,2,1,Vitória Mandante,1,0,H,17,13,4,5,4,1,12,6,2,0,0,0,5,3,2,0,2
2021-02-05,Dijon,Metz,1,5,Vitória Visitante,0,2,A,10,14,4,6,6,3,11,16,1,1,1,0,9,6,2,1,3
2021-02-05,Brest,Nantes,1,4,Vitória Visitante,0,2,A,16,12,7,6,5,5,12,10,2,0,0,0,10,5,2,0,2
2021-02-05,Lorient,Angers,2,0,Vitória Mandante,1,0,H,13,9,4,2,5,0,8,13,3,3,1,1,5,2,4,4,8
2021-02-05,Nîmes,Reims,2,2,Empate,0,1,A,18,12,7,7,10,5,15,13,2,2,0,0,15,4,2,2,4
2021-02-05,Montpellier,Saint-Étienne,1,2,Vitória Visitante,1,1,D,13,19,2,7,7,7,15,12,2,1,0,0,14,3,2,1,3
2021-02-05,Monaco,Lyon,2,3,Vitória Visitante,1,0,H,12,17,4,5,5,5,23,16,1,4,0,1,10,5,1,5,6
2021-02-05,Bordeaux,Rennes,1,0,Vitória Mandante,1,0,H,9,9,4,2,3,5,14,14,4,1,0,1,8,1,4,2,6
2021-01-31,Nice,Saint-Étienne,0,1,Vitória Visitante,0,0,D,7,10,2,1,4,10,11,11,2,2,0,0,14,1,2,2,4
