clube,data,rodada,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escudo
Napoli,2021-03-21,28,Visitante,V,2,0,Roma,47,2,
Napoli,2021-03-14,27,Visitante,V,1,0,Milan,44,1,
Napoli,2021-03-07,26,Em casa,V,3,1,Bologna,43,4,
Napoli,2021-03-03,25,Visitante,E,3,3,Sassuolo,43,6,
Napoli,2021-02-28,24,Em casa,V,2,0,Benevento,61,2,
Napoli,2021-02-21,23,Visitante,D,2,4,Atalanta,53,6,
Napoli,2021-02-13,22,Em casa,V,1,0,Juventus,38,1,
Napoli,2021-02-06,21,Visitante,D,1,2,Genoa,66,3,
Napoli,2021-01-31,20,Em casa,V,2,0,Parma,48,2,
Napoli,2021-01-24,19,Visitante,D,1,3,Hellas Verona,52,4,
Napoli,2021-01-17,18,Em casa,V,6,0,Fiorentina,49,6,
Napoli,2021-01-10,17,Visitante,V,2,1,Udinese,63,3,
Napoli,2021-01-06,16,Em casa,D,1,2,Spezia,62,3,
Napoli,2021-01-03,15,Visitante,V,4,1,Cagliari,62,5,
Napoli,2020-12-23,14,Em casa,E,1,1,Torino,64,2,
Napoli,2020-12-20,13,Visitante,D,0,2,Lazio,60,2,
Napoli,2020-12-16,12,Visitante,D,0,1,Inter,59,1,
Napoli,2020-12-13,11,Em casa,V,2,1,Sampdoria,66,3,
Napoli,2020-12-06,10,Visitante,V,4,0,Crotone,61,4,
Napoli,2020-11-29, 9,Em casa,V,4,0,Roma,55,4,
Napoli,2020-11-22, 8,Em casa,D,1,3,Milan,62,4,
Napoli,2020-11-08, 7,Visitante,V,1,0,Bologna,53,1,
Napoli,2020-11-01, 6,Em casa,D,0,2,Sassuolo,43,2,
Napoli,2020-10-25, 5,Visitante,V,2,1,Benevento,65,3,
Napoli,2020-10-17, 4,Em casa,V,4,1,Atalanta,50,5,
Napoli,2020-09-27, 2,Em casa,V,6,0,Genoa,57,6,
Napoli,2020-09-20, 1,Visitante,V,2,0,Parma,60,2,
Lazio,2021-05-23,38,Visitante,D,0,2,Sassuolo,45,2,https://d2p3bygnnzw9w3.cloudfront.net/req/202105061/tlogo/fb/7213da33.png
Lazio,2021-05-18,25,Em casa,E,0,0,Torino,72,0,
Lazio,2021-05-15,37,Visitante,D,0,2,Roma,51,2,
Lazio,2021-05-12,36,Em casa,V,1,0,Parma,51,1,
Lazio,2021-05-08,35,Visitante,D,0,2,Fiorentina,70,2,
Lazio,2021-05-02,34,Em casa,V,4,3,Genoa,52,7,
Lazio,2021-04-26,33,Em casa,V,3,0,Milan,41,3,
Lazio,2021-04-22,32,Visitante,D,2,5,Napoli,50,7,
Lazio,2021-04-18,31,Em casa,V,5,3,Benevento,57,8,
Lazio,2021-04-11,30,Visitante,V,1,0,Hellas Verona,56,1,
Lazio,2021-04-03,29,Em casa,V,2,1,Spezia,50,3,
Lazio,2021-03-21,28,Visitante,V,1,0,Udinese,49,1,
Lazio,2021-03-12,27,Em casa,V,3,2,Crotone,63,5,
Lazio,2021-03-06,26,Visitante,D,1,3,Juventus,47,4,
Lazio,2021-02-27,24,Visitante,D,0,2,Bologna,59,2,
Lazio,2021-02-20,23,Em casa,V,1,0,Sampdoria,56,1,
Lazio,2021-02-14,22,Visitante,D,1,3,Inter,65,4,
Lazio,2021-02-07,21,Em casa,V,1,0,Cagliari,63,1,
Lazio,2021-01-31,20,Visitante,V,3,1,Atalanta,45,4,
Lazio,2021-01-24,19,Em casa,V,2,1,Sassuolo,50,3,
Lazio,2021-01-15,18,Em casa,V,3,0,Roma,40,3,
Lazio,2021-01-10,17,Visitante,V,2,0,Parma,53,2,
Lazio,2021-01-06,16,Em casa,V,2,1,Fiorentina,45,3,
Lazio,2021-01-03,15,Visitante,E,1,1,Genoa,61,2,
Lazio,2020-12-23,14,Visitante,D,2,3,Milan,60,5,
Lazio,2020-12-20,13,Em casa,V,2,0,Napoli,40,2,
Lazio,2020-12-15,12,Visitante,E,1,1,Benevento,63,2,
Lazio,2020-12-12,11,Em casa,D,1,2,Hellas Verona,58,3,
Lazio,2020-12-05,10,Visitante,V,2,1,Spezia,35,3,
Lazio,2020-11-29, 9,Em casa,D,1,3,Udinese,55,4,
Lazio,2020-11-21, 8,Visitante,V,2,0,Crotone,48,2,
Lazio,2020-11-08, 7,Em casa,E,1,1,Juventus,54,2,
Lazio,2020-11-01, 6,Visitante,V,4,3,Torino,55,7,
Lazio,2020-10-24, 5,Em casa,V,2,1,Bologna,49,3,
Lazio,2020-10-17, 4,Visitante,D,0,3,Sampdoria,48,3,
Lazio,2020-10-04, 3,Em casa,E,1,1,Inter,40,2,
Lazio,2020-09-30, 1,Em casa,D,1,4,Atalanta,60,5,
Lazio,2020-09-26, 2,Visitante,V,2,0,Cagliari,55,2,
Roma,2021-05-23,38,Visitante,E,2,2,Spezia,56,4,https://d2p3bygnnzw9w3.cloudfront.net/req/202105061/tlogo/fb/cf74a709.png
Roma,2021-05-15,37,Em casa,V,2,0,Lazio,49,2,
Roma,2021-05-12,36,Visitante,D,1,3,Inter,49,4,
Roma,2021-05-09,35,Em casa,V,5,0,Crotone,62,5,
Roma,2021-05-02,34,Visitante,D,0,2,Sampdoria,46,2,
Roma,2021-04-25,33,Visitante,D,2,3,Cagliari,70,5,
Roma,2021-04-22,32,Em casa,E,1,1,Atalanta,59,2,
Roma,2021-04-18,31,Visitante,D,1,3,Torino,51,4,
Roma,2021-04-11,30,Em casa,V,1,0,Bologna,44,1,
Roma,2021-04-03,29,Visitante,E,2,2,Sassuolo,31,4,
Roma,2021-03-21,28,Em casa,D,0,2,Napoli,53,2,
Roma,2021-03-14,27,Visitante,D,0,2,Parma,58,2,
Roma,2021-03-07,26,Em casa,V,1,0,Genoa,55,1,
Roma,2021-03-03,25,Visitante,V,2,1,Fiorentina,59,3,
Roma,2021-02-28,24,Em casa,D,1,2,Milan,53,3,
Roma,2021-02-21,23,Visitante,E,0,0,Benevento,71,0,
Roma,2021-02-14,22,Em casa,V,3,0,Udinese,51,3,
Roma,2021-02-06,21,Visitante,D,0,2,Juventus,52,2,
Roma,2021-01-31,20,Em casa,V,3,1,Hellas Verona,49,4,
Roma,2021-01-23,19,Em casa,V,4,3,Spezia,48,7,
Roma,2021-01-15,18,Visitante,D,0,3,Lazio,60,3,
Roma,2021-01-10,17,Em casa,E,2,2,Inter,51,4,
Roma,2021-01-06,16,Visitante,V,3,1,Crotone,49,4,
Roma,2021-01-03,15,Em casa,V,1,0,Sampdoria,64,1,
Roma,2020-12-23,14,Em casa,V,3,2,Cagliari,61,5,
Roma,2020-12-20,13,Visitante,D,1,4,Atalanta,45,5,
Roma,2020-12-17,12,Em casa,V,3,1,Torino,62,4,
Roma,2020-12-13,11,Visitante,V,5,1,Bologna,47,6,
Roma,2020-12-06,10,Em casa,E,0,0,Sassuolo,44,0,
Roma,2020-11-29, 9,Visitante,D,0,4,Napoli,45,4,
Roma,2020-11-22, 8,Em casa,V,3,0,Parma,58,3,
Roma,2020-11-08, 7,Visitante,V,3,1,Genoa,50,4,
Roma,2020-11-01, 6,Em casa,V,2,0,Fiorentina,41,2,
Roma,2020-10-26, 5,Visitante,E,3,3,Milan,45,6,
Roma,2020-10-18, 4,Em casa,V,5,2,Benevento,52,7,
Roma,2020-10-03, 3,Visitante,V,1,0,Udinese,55,1,
Roma,2020-09-27, 2,Em casa,E,2,2,Juventus,40,4,
Roma,2020-09-19, 1,Visitante,D,0,3,Hellas Verona,60,3,
Sassuolo,2021-05-23,38,Em casa,V,2,0,Lazio,55,2,https://d2p3bygnnzw9w3.cloudfront.net/req/202105061/tlogo/fb/e2befd26.png
Sassuolo,2021-05-16,37,Visitante,V,3,1,Parma,67,4,
Sassuolo,2021-05-12,36,Em casa,D,1,3,Juventus,65,4,
Sassuolo,2021-05-09,35,Visitante,V,2,1,Genoa,60,3,
Sassuolo,2021-05-02,34,Em casa,E,1,1,Atalanta,63,2,
Sassuolo,2021-04-24,33,Em casa,V,1,0,Sampdoria,66,1,
Sassuolo,2021-04-21,32,Visitante,V,2,1,Milan,53,3,
Sassuolo,2021-04-17,31,Em casa,V,3,1,Fiorentina,71,4,
Sassuolo,2021-04-12,30,Visitante,V,1,0,Benevento,68,1,
Sassuolo,2021-04-07,28,Visitante,D,1,2,Inter,70,3,
Sassuolo,2021-04-03,29,Em casa,E,2,2,Roma,69,4,
Sassuolo,2021-03-17,24,Visitante,D,2,3,Torino,49,5,
Sassuolo,2021-03-13,27,Em casa,V,3,2,Hellas Verona,41,5,
Sassuolo,2021-03-06,26,Visitante,D,0,2,Udinese,70,2,
Sassuolo,2021-03-03,25,Em casa,E,3,3,Napoli,57,6,
Sassuolo,2021-02-20,23,Em casa,E,1,1,Bologna,73,2,
Sassuolo,2021-02-14,22,Visitante,V,2,1,Crotone,64,3,
Sassuolo,2021-02-06,21,Em casa,D,1,2,Spezia,54,3,
Sassuolo,2021-01-31,20,Visitante,E,1,1,Cagliari,69,2,
Sassuolo,2021-01-24,19,Visitante,D,1,2,Lazio,50,3,
Sassuolo,2021-01-17,18,Em casa,E,1,1,Parma,60,2,
Sassuolo,2021-01-10,17,Visitante,D,1,3,Juventus,44,4,
Sassuolo,2021-01-06,16,Em casa,V,2,1,Genoa,63,3,
Sassuolo,2021-01-03,15,Visitante,D,1,5,Atalanta,54,6,
Sassuolo,2020-12-23,14,Visitante,V,3,2,Sampdoria,53,5,
Sassuolo,2020-12-20,13,Em casa,D,1,2,Milan,68,3,
Sassuolo,2020-12-16,12,Visitante,E,1,1,Fiorentina,65,2,
Sassuolo,2020-12-11,11,Em casa,V,1,0,Benevento,48,1,
Sassuolo,2020-12-06,10,Visitante,E,0,0,Roma,56,0,
Sassuolo,2020-11-28, 9,Em casa,D,0,3,Inter,66,3,
Sassuolo,2020-11-22, 8,Visitante,V,2,0,Hellas Verona,48,2,
Sassuolo,2020-11-06, 7,Em casa,E,0,0,Udinese,62,0,
Sassuolo,2020-11-01, 6,Visitante,V,2,0,Napoli,57,2,
Sassuolo,2020-10-23, 5,Em casa,E,3,3,Torino,71,6,
Sassuolo,2020-10-18, 4,Visitante,V,4,3,Bologna,52,7,
Sassuolo,2020-10-03, 3,Em casa,V,4,1,Crotone,53,5,
Sassuolo,2020-09-27, 2,Visitante,V,4,1,Spezia,66,5,
Sassuolo,2020-09-20, 1,Em casa,E,1,1,Cagliari,67,2,
Sampdoria,2021-05-22,38,Em casa,V,3,0,Parma,46,3,https://d2p3bygnnzw9w3.cloudfront.net/req/202105061/tlogo/fb/8ff9e3b3.png
Sampdoria,2021-05-16,37,Visitante,V,1,0,Udinese,48,1,
Sampdoria,2021-05-12,36,Em casa,E,2,2,Spezia,62,4,
Sampdoria,2021-05-08,35,Visitante,D,1,5,Inter,45,6,
Sampdoria,2021-05-02,34,Em casa,V,2,0,Roma,54,2,
Sampdoria,2021-04-24,33,Visitante,D,0,1,Sassuolo,34,1,
Sampdoria,2021-04-21,32,Visitante,V,1,0,Crotone,60,1,
Sampdoria,2021-04-17,31,Em casa,V,3,1,Hellas Verona,49,4,
Sampdoria,2021-04-11,30,Em casa,D,0,2,Napoli,44,2,
Sampdoria,2021-04-03,29,Visitante,E,1,1,Milan,37,2,
